Position,Points,Rider,Team,Time/Gap,Grand Prix,Year,Event,Rider_normalized,Race Title,Conditions,Temperature,Track Conditions,Humidity,Ground Temp,Avg_Position_Last3,Podiums_Last5,Points_Streak,circuit_file,file,length_km,width_m,right corners,left corners,Race_Number_Season,Rider_Experience,Points_numeric,Season_Points_So_Far,Championship_Position,Team_Avg_Position,Difficult_Conditions,Rider_Circuit_Avg,Podio
10,6,38B. Smith38B. SmithRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+21.474,Event ger,2018.0,ger,Smithred,Event ger,Partly Cloudy,27º,Dry,48%,48º,15.0,0.0,2.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,229,2.0,6.0,13.0,1.0,10.0,0,14.0,0
16,ND,38B. Smith38B. SmithRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+0.000,Event hun,2018.0,hun,Smithred,Event hun,Raining,14º,Wet,96%,14º,13.333333333333334,0.0,0.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,230,2.0,0.0,13.0,1.0,12.0,0,11.0,0
14,2,38B. Smith38B. SmithRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+22.495,Event ita,2018.0,ita,Smithred,Event ita,Clear,29º,Dry,39%,51º,13.333333333333334,0.0,1.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,231,2.0,2.0,15.0,1.0,12.5,0,20.0,0
18,ND,38B. Smith38B. SmithRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+31.704,Event qat,2018.0,qat,Smithred,Event qat,Clear,21º,Dry,46%,23º,13.333333333333334,0.0,0.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,232,2.0,0.0,15.0,1.0,18.0,0,,0
15,1,38B. Smith38B. SmithRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+23.628,Event tha,2018.0,tha,Smithred,Event tha,Clear,32º,Dry,46%,49º,16.0,0.0,1.0,,,,,,,233,2.0,1.0,16.0,1.0,18.0,0,11.0,0
16,ND,38B. Smith38B. SmithRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+0.000,Event usa,2018.0,usa,Smithred,Event usa,Raining,14º,Wet,96%,14º,15.666666666666666,0.0,0.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,234,2.0,0.0,16.0,1.0,12.0,0,11.0,0
5,11,11B. Spies11B. SpiesMonster Yamaha Tech 3,Monster Yamaha Tech 3,+13.771,Event ara,2010.0,ara,Spiesmonster,Event ara,Sunny,23º,Dry,32%,39º,,,0.0,,,,,,,161,1.0,11.0,11.0,1.0,8.5,0,,0
4,13,11B. Spies11B. SpiesMonster Yamaha Tech 3,Monster Yamaha Tech 3,+17.643,Event arg,2010.0,arg,Spiesmonster,Event arg,Sunny,22º,Dry,33%,27º,5.0,0.0,1.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,162,1.0,13.0,24.0,1.0,8.0,0,,0
4,13,11B. Spies11B. SpiesMonster Yamaha Tech 3,Monster Yamaha Tech 3,+17.643,Event aut,2010.0,aut,Spiesmonster,Event aut,Sunny,22º,Dry,33%,27º,4.5,0.0,2.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,163,1.0,13.0,37.0,1.0,8.0,0,,0
4,13,11B. Spies11B. SpiesMonster Yamaha Tech 3,Monster Yamaha Tech 3,+17.643,Event esp,2010.0,esp,Spiesmonster,Event esp,Sunny,22º,Dry,33%,27º,4.333333333333333,0.0,3.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,164,1.0,13.0,50.0,1.0,8.0,0,,0
14,2,11B. Spies11B. SpiesMonster Yamaha Tech 3,Monster Yamaha Tech 3,+12.172,Event ger,2010.0,ger,Spiesmonster,Event ger,Partly Cloudy,20º,Dry,44%,29º,4.0,0.0,5.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,166,1.0,2.0,52.0,1.0,14.0,0,,0
4,13,11B. Spies11B. SpiesMonster Yamaha Tech 3,Monster Yamaha Tech 3,+17.643,Event hun,2010.0,hun,Spiesmonster,Event hun,Sunny,22º,Dry,33%,27º,9.0,0.0,6.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,167,1.0,13.0,65.0,1.0,8.0,0,,0
7,9,11B. Spies11B. SpiesMonster Yamaha Tech 3,Monster Yamaha Tech 3,+28.806,Event ita,2010.0,ita,Spiesmonster,,,,,,,9.0,0.0,7.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,168,1.0,9.0,74.0,1.0,10.0,0,,0
4,13,11B. Spies11B. SpiesMonster Yamaha Tech 3,Monster Yamaha Tech 3,+13.265,Event ned,2010.0,ned,Spiesmonster,Event ned,Sunny,23º,Dry,23%,48º,8.333333333333334,0.0,8.0,,,,,,,169,1.0,13.0,87.0,1.0,6.0,0,,0
5,11,11B. Spies11B. SpiesMonster Yamaha Tech 3,Monster Yamaha Tech 3,+3.903,Event qat,2010.0,qat,Spiesmonster,Event qat,Cloudy,24º,Dry,30%,26º,5.0,0.0,9.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,170,1.0,11.0,98.0,1.0,6.5,0,,0
4,13,11B. Spies11B. SpiesMonster Yamaha Tech 3,Monster Yamaha Tech 3,+17.643,Event tha,2010.0,tha,Spiesmonster,Event tha,Sunny,22º,Dry,33%,27º,5.333333333333333,0.0,10.0,,,,,,,171,1.0,13.0,111.0,1.0,8.0,0,,0
14,2,11B. Spies11B. SpiesRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+49.591,Event gbr,2008.0,gbr,Spiesrizla,Event gbr,Partly Cloudy,20º,Dry,22%,26º,,,0.0,,,,,,,151,1.0,2.0,2.0,1.0,11.0,0,,0
8,8,11B. Spies11B. SpiesRizla Suzuki MotoGP,Rizla Suzuki MotoGP,+41.927,Event usa,2008.0,usa,Spiesrizla,Event usa,Sunny,21º,Dry,42%,34º,14.0,0.0,1.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,152,1.0,8.0,10.0,1.0,8.666666666666666,0,,0
7,9,11B. Spies11B. SpiesSterilgarda Yamaha Team,Sterilgarda Yamaha Team,+37.706,Event ara,2009.0,ara,Spiessterilgarda,Event ara,Sunny,19º,Dry,24%,29º,,,0.0,,,,,,,173,1.0,9.0,9.0,1.0,7.0,0,,0
7,9,11B. Spies11B. SpiesSterilgarda Yamaha Team,Sterilgarda Yamaha Team,+37.706,Event arg,2009.0,arg,Spiessterilgarda,Event arg,Sunny,19º,Dry,24%,29º,7.0,0.0,1.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,174,1.0,9.0,18.0,1.0,7.0,0,,0
7,9,11B. Spies11B. SpiesSterilgarda Yamaha Team,Sterilgarda Yamaha Team,+37.706,Event aut,2009.0,aut,Spiessterilgarda,Event aut,Sunny,19º,Dry,24%,29º,7.0,0.0,2.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,175,1.0,9.0,27.0,1.0,7.0,0,,0
7,9,11B. Spies11B. SpiesSterilgarda Yamaha Team,Sterilgarda Yamaha Team,+37.706,Event esp,2009.0,esp,Spiessterilgarda,Event esp,Sunny,19º,Dry,24%,29º,7.0,0.0,3.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,176,1.0,9.0,36.0,1.0,7.0,0,,0
7,9,11B. Spies11B. SpiesSterilgarda Yamaha Team,Sterilgarda Yamaha Team,+37.706,Event hun,2009.0,hun,Spiessterilgarda,,,,,,,7.0,0.0,4.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,177,1.0,9.0,45.0,1.0,7.0,0,,0
7,9,11B. Spies11B. SpiesSterilgarda Yamaha Team,Sterilgarda Yamaha Team,+37.706,Event tha,2009.0,tha,Spiessterilgarda,Event tha,Sunny,19º,Dry,24%,29º,7.0,0.0,5.0,,,,,,,178,1.0,9.0,54.0,1.0,7.0,0,,0
5,11,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+27.739,Event ara,2011.0,ara,Spiesyamaha,Event ara,Partly Cloudy,19º,Dry,50%,26º,,,0.0,,,,,,,187,1.0,11.0,11.0,1.0,4.0,0,,0
2,20,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+0.015,Event arg,2011.0,arg,Spiesyamaha,Event arg,Raining,17º,Wet,49%,16º,5.0,0.0,1.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,188,1.0,20.0,31.0,1.0,4.0,0,,1
2,20,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+0.015,Event aut,2011.0,aut,Spiesyamaha,Event aut,Raining,17º,Wet,49%,16º,3.5,1.0,2.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,189,1.0,20.0,51.0,1.0,4.0,0,,1
5,11,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+10.186,Event cze,2011.0,cze,Spiesyamaha,Event cze,Partly Cloudy,24º,Dry,37%,37º,3.0,2.0,3.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,190,1.0,11.0,62.0,1.0,4.5,0,,0
2,20,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+0.015,Event esp,2011.0,esp,Spiesyamaha,Event esp,Raining,17º,Wet,49%,16º,3.0,2.0,4.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,191,1.0,20.0,82.0,1.0,4.0,0,,1
6,10,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+31.609,Event fra,2011.0,fra,Spiesyamaha,,,,,,,3.0,3.0,5.0,,,,,,,192,1.0,10.0,92.0,1.0,5.0,0,,0
5,11,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+10.719,Event ger,2011.0,ger,Spiesyamaha,Event ger,Cloudy,21º,Dry,49%,29º,4.0,2.0,7.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,194,1.0,11.0,103.0,1.0,3.5,0,,0
2,20,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+0.015,Event hun,2011.0,hun,Spiesyamaha,,,,,,,5.5,1.0,8.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,195,1.0,20.0,123.0,1.0,4.0,0,,1
4,13,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+8.980,Event ita,2011.0,ita,Spiesyamaha,,,,,,,3.5,2.0,9.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,196,1.0,13.0,136.0,1.0,2.5,0,,0
1,25,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,41:44.659,Event ned,2011.0,ned,Spiesyamaha,Event ned,Cloudy,14º,Dry,82%,16º,3.6666666666666665,1.0,10.0,,,,,,,197,1.0,25.0,161.0,1.0,3.5,0,,1
2,20,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+0.015,Event tha,2011.0,tha,Spiesyamaha,Event tha,Raining,17º,Wet,49%,16º,2.3333333333333335,2.0,11.0,,,,,,,198,1.0,20.0,181.0,1.0,4.0,0,,1
4,13,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+20.562,Event usa,2011.0,usa,Spiesyamaha,,,,,,,2.3333333333333335,3.0,12.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,199,1.0,13.0,194.0,1.0,3.0,0,,0
5,11,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+13.786,Event ara,2012.0,ara,Spiesyamaha,,,,,,,2.3333333333333335,3.0,13.0,,,,,,,255,2.0,11.0,11.0,1.0,3.5,0,5.0,0
16,ND,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+0.000,Event fra,2012.0,fra,Spiesyamaha,,,,,,,4.5,2.0,0.0,,,,,,,257,2.0,0.0,11.0,1.0,8.5,0,6.0,0
5,11,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+11.531,Event gbr,2012.0,gbr,Spiesyamaha,Event gbr,Cloudy,15º,Dry,71%,23º,10.5,1.0,1.0,,,,,,,258,2.0,11.0,22.0,1.0,3.0,0,,0
11,5,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+57.862,Event ita,2012.0,ita,Spiesyamaha,Event ita,Partly Cloudy,25º,Dry,43%,45º,10.5,0.0,2.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,259,2.0,5.0,27.0,1.0,6.0,0,4.0,0
4,13,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+14.775,Event ned,2012.0,ned,Spiesyamaha,Event ned,Partly Cloudy,23º,Dry,44%,37º,10.666666666666666,0.0,3.0,,,,,,,260,2.0,13.0,40.0,1.0,4.0,0,1.0,0
11,5,11B. Spies11B. SpiesYamaha Factory Racing,Yamaha Factory Racing,+56.907,Event qat,2012.0,qat,Spiesyamaha,Event qat,Partly Cloudy,24º,Dry,53%,23º,6.666666666666667,0.0,4.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,261,2.0,5.0,45.0,1.0,6.0,0,,0
18,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+105.228,Event ara,2013.0,ara,Staringgo,,,,,,,,,0.0,,,,,,,263,1.0,0.0,0.0,1.0,11.0,0,,0
19,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+0.000,Event arg,2013.0,arg,Staringgo,Event arg,Partly Cloudy,23º,Dry,28%,26º,18.0,0.0,0.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,264,1.0,0.0,0.0,1.0,12.0,0,,0
19,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+0.000,Event aut,2013.0,aut,Staringgo,Event aut,Partly Cloudy,23º,Dry,28%,26º,18.5,0.0,0.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,265,1.0,0.0,0.0,1.0,12.0,0,,0
20,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+110.024,Event cze,2013.0,cze,Staringgo,Event cze,Cloudy,17º,Dry,70%,23º,18.666666666666668,0.0,0.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,266,1.0,0.0,0.0,1.0,12.5,0,,0
19,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+0.000,Event esp,2013.0,esp,Staringgo,Event esp,Partly Cloudy,23º,Dry,28%,26º,19.333333333333332,0.0,0.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,267,1.0,0.0,0.0,1.0,12.0,0,,0
21,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+120.635,Event gbr,2013.0,gbr,Staringgo,Event gbr,Partly Cloudy,18º,Dry,55%,29º,19.333333333333332,0.0,0.0,,,,,,,268,1.0,0.0,0.0,1.0,13.0,0,,0
19,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+0.000,Event hun,2013.0,hun,Staringgo,,,,,,,20.0,0.0,0.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,269,1.0,0.0,0.0,1.0,12.0,0,,0
18,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+104.424,Event ita,2013.0,ita,Staringgo,Event ita,Partly Cloudy,21º,Dry,62%,42º,19.666666666666668,0.0,0.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,270,1.0,0.0,0.0,1.0,18.0,0,,0
21,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+86.256,Event ned,2013.0,ned,Staringgo,Event ned,Clear,18º,Dry,49%,18º,19.333333333333332,0.0,0.0,,,,,,,271,1.0,0.0,0.0,1.0,14.0,0,,0
19,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+0.000,Event tha,2013.0,tha,Staringgo,Event tha,Partly Cloudy,23º,Dry,28%,26º,19.333333333333332,0.0,0.0,,,,,,,272,1.0,0.0,0.0,1.0,12.0,0,,0
17,ND,67B. Staring67B. StaringGO&FUN Honda Gresini,GO&FUN Honda Gresini,+0.000,Event usa,2013.0,usa,Staringgo,Event usa,Clear,23º,Dry,48%,49º,19.333333333333332,0.0,0.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,273,1.0,0.0,0.0,1.0,10.5,0,,0
6,10,27C. Stoner27C. StonerHonda LCR,Honda LCR,+15.699,Event cze,2006.0,cze,Stoner,Event cze,Partly Cloudy,24º,Dry,21%,36º,,,3.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,232,1.0,10.0,10.0,1.0,6.0,0,,0
4,13,27C. Stoner27C. StonerHonda LCR,Honda LCR,+5.494,Event fra,2006.0,fra,Stoner,Event fra,Partly Cloudy,20º,Wet,27%,29º,6.0,0.0,5.0,,,,,,,234,1.0,13.0,23.0,1.0,4.0,0,,0
4,13,27C. Stoner27C. StonerHonda LCR,Honda LCR,+5.776,Event gbr,2006.0,gbr,Stoner,,,,,,,5.0,0.0,6.0,,,,,,,235,1.0,13.0,36.0,1.0,4.0,0,,0
4,13,27C. Stoner27C. StonerHonda LCR,Honda LCR,+7.555,Event ned,2006.0,ned,Stoner,Event ned,Partly Cloudy,23º,Dry,16%,29º,4.0,0.0,9.0,,,,,,,238,1.0,13.0,49.0,1.0,4.0,0,,0
5,11,27C. Stoner27C. StonerHonda LCR,Honda LCR,+7.575,Event qat,2006.0,qat,Stoner,Event qat,Sunny,26º,Dry,12%,41º,4.0,0.0,10.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,239,1.0,11.0,60.0,1.0,5.0,0,,0
2,20,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,+5.447,Event ara,2007.0,ara,Stoner,Event ara,Sunny,19º,Dry,43%,25º,5.0,0.0,13.0,,,,,,,181,2.0,20.0,20.0,1.0,3.5,0,,1
2,20,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,+5.447,Event arg,2007.0,arg,Stoner,Event arg,Sunny,19º,Dry,43%,25º,2.0,1.0,14.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,182,2.0,20.0,40.0,1.0,3.5,0,,1
2,20,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,+5.447,Event aut,2007.0,aut,Stoner,Event aut,Sunny,19º,Dry,43%,25º,2.0,2.0,15.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,183,2.0,20.0,60.0,1.0,3.5,0,,1
2,20,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,+5.447,Event esp,2007.0,esp,Stoner,Event esp,Sunny,19º,Dry,43%,25º,2.0,3.0,16.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,184,2.0,20.0,80.0,1.0,3.5,0,,1
3,16,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,+27.347,Event fra,2007.0,fra,Stoner,,,,,,,2.0,4.0,17.0,,,,,,,185,2.0,16.0,96.0,1.0,5.5,0,4.0,1
5,11,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,+31.426,Event ger,2007.0,ger,Stoner,Event ger,Sunny,33º,Dry,28%,41º,2.3333333333333335,5.0,18.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,186,2.0,11.0,107.0,1.0,3.5,0,,0
2,20,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,+5.447,Event hun,2007.0,hun,Stoner,Event hun,Sunny,19º,Dry,43%,25º,3.3333333333333335,4.0,19.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,187,2.0,20.0,127.0,1.0,3.5,0,,1
4,13,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,+6.012,Event ita,2007.0,ita,Stoner,Event ita,Sunny,24º,Dry,20%,29º,3.3333333333333335,4.0,20.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,188,2.0,13.0,140.0,1.0,5.5,0,,0
2,20,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,+1.909,Event ned,2007.0,ned,Stoner,Event ned,Sunny,21º,Dry,38%,32º,3.6666666666666665,3.0,21.0,,,,,,,189,2.0,20.0,160.0,1.0,2.0,0,4.0,1
1,25,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,43:02.788,Event qat,2007.0,qat,Stoner,Event qat,Sunny,29º,Dry,11%,45º,2.6666666666666665,3.0,22.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,190,2.0,25.0,185.0,1.0,1.0,0,5.0,1
2,20,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,+5.447,Event tha,2007.0,tha,Stoner,Event tha,Sunny,19º,Dry,43%,25º,2.3333333333333335,3.0,23.0,,,,,,,191,2.0,20.0,205.0,1.0,3.5,0,,1
1,25,27C. Stoner27C. StonerDucati Team,Ducati Team,44:20.325,Event usa,2007.0,usa,Stoner,,,,,,,1.6666666666666667,4.0,24.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,192,2.0,25.0,230.0,1.0,1.0,0,,1
1,25,C. StonerC. Stoner,,46:46.114,Event ara,2008.0,ara,Stoner,Event ara,Sunny,26º,Dry,41%,34º,1.3333333333333333,4.0,25.0,,,,,,,153,3.0,25.0,25.0,1.0,,0,2.0,1
1,25,C. StonerC. Stoner,,46:46.114,Event arg,2008.0,arg,Stoner,Event arg,Sunny,26º,Dry,41%,34º,1.3333333333333333,5.0,26.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,154,3.0,25.0,50.0,1.0,,0,2.0,1
1,25,C. StonerC. Stoner,,46:46.114,Event aut,2008.0,aut,Stoner,Event aut,Sunny,26º,Dry,41%,34º,1.0,5.0,27.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,155,3.0,25.0,75.0,1.0,,0,2.0,1
1,25,C. StonerC. Stoner,,46:46.114,Event esp,2008.0,esp,Stoner,Event esp,Sunny,26º,Dry,41%,34º,1.0,4.0,29.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,157,3.0,25.0,100.0,1.0,,0,2.0,1
1,25,1C. Stoner1C. StonerDucati Marlboro Team,Ducati Marlboro Team,44:44.982,Event gbr,2008.0,gbr,Stoner,Event gbr,Partly Cloudy,20º,Dry,22%,26º,1.0,4.0,30.0,,,,,,,158,3.0,25.0,125.0,1.0,8.5,0,4.0,1
2,20,1C. Stoner1C. StonerDucati Marlboro Team,Ducati Marlboro Team,+2.201,Event ita,2008.0,ita,Stoner,Event ita,Sunny,29º,Dry,30%,42º,1.0,4.0,31.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,159,3.0,20.0,145.0,1.0,2.0,0,4.0,1
1,25,1C. Stoner1C. StonerDucati Marlboro Team,Ducati Marlboro Team,42:12.337,Event ned,2008.0,ned,Stoner,Event ned,Partly Cloudy,20º,Dry,62%,24º,1.3333333333333333,4.0,32.0,,,,,,,160,3.0,25.0,170.0,1.0,7.0,0,3.0,1
1,25,1C. Stoner1C. StonerDucati Marlboro Team,Ducati Marlboro Team,42:36.587,Event qat,2008.0,qat,Stoner,Event qat,Sunny,18º,Dry,58%,19º,1.3333333333333333,4.0,33.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,161,3.0,25.0,195.0,1.0,6.0,0,3.0,1
1,25,C. StonerC. Stoner,,46:46.114,Event tha,2008.0,tha,Stoner,Event tha,Sunny,26º,Dry,41%,34º,1.3333333333333333,5.0,34.0,,,,,,,162,3.0,25.0,220.0,1.0,,0,2.0,1
2,20,1C. Stoner1C. StonerDucati Team,Ducati Team,+13.001,Event usa,2008.0,usa,Stoner,Event usa,Sunny,21º,Dry,42%,34º,1.0,5.0,35.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,163,3.0,20.0,240.0,1.0,9.0,0,1.0,1
14,2,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,+0.000,Event gbr,2009.0,gbr,Stoner,Event gbr,Raining,18º,Wet,64%,21º,,1.0,40.0,,,,,,,183,4.0,2.0,2.0,1.0,14.5,0,2.5,0
4,13,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,+10.226,Event ger,2009.0,ger,Stoner,Event ger,Partly Cloudy,19º,Dry,48%,27º,14.0,0.0,41.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,184,4.0,13.0,15.0,1.0,6.0,0,5.0,0
1,25,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,45:41.894,Event ita,2009.0,ita,Stoner,Event ita,Partly Cloudy,18º,Wet,66%,20º,9.0,0.0,43.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,186,4.0,25.0,40.0,1.0,6.5,0,3.0,1
3,16,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,+23.113,Event ned,2009.0,ned,Stoner,,,,,,,2.5,1.0,44.0,,,,,,,187,4.0,16.0,56.0,1.0,5.5,0,2.3333333333333335,1
1,25,27C. Stoner27C. StonerDucati Marlboro Team,Ducati Marlboro Team,42:53.984,Event qat,2009.0,qat,Stoner,,,,,,,2.0,2.0,45.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,188,4.0,25.0,81.0,1.0,6.5,0,2.3333333333333335,1
4,13,27C. Stoner27C. StonerDucati Team,Ducati Team,+12.432,Event usa,2009.0,usa,Stoner,Event usa,Sunny,22º,Dry,43%,42º,2.0,3.0,47.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,190,4.0,13.0,94.0,1.0,4.5,0,1.5,0
1,25,27C. Stoner27C. StonerDucati Team,Ducati Team,42:16.530,Event ara,2010.0,ara,Stoner,Event ara,Sunny,23º,Dry,32%,39º,2.5,3.0,48.0,,,,,,,172,5.0,25.0,25.0,1.0,2.0,0,1.5,1
2,20,27C. Stoner27C. StonerDucati Team,Ducati Team,+4.576,Event arg,2010.0,arg,Stoner,Event arg,Sunny,22º,Dry,33%,27º,2.5,3.0,49.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,173,5.0,20.0,45.0,1.0,2.0,0,1.5,1
